account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
1008,1996-10-05,monthly,Rakovnik,1,0.0,False,,,,,,5902,16,55,37132,700
1010,1995-05-01,monthly,Trebic,1,0.0,False,,,,,,49956,2,109,141422,800
1011,1994-12-17,monthly,Jicin,1,0.0,True,204000.0,3400.0,60.0,C,False,30604,49,106,99044,400
1012,1994-07-09,monthly,Znojmo,1,0.0,True,98184.0,4091.0,24.0,A,False,36818,57,179,78911,500
1013,1996-05-13,monthly,Kromeriz,1,0.0,False,,,,,,3122,38,59,26852,300
1014,1996-03-20,monthly,Ostrava - mesto,1,0.0,False,,,,,,47875,24,79,69271,800
1015,1997-06-14,monthly,Hl.m. Praha,1,0.0,False,,,,,,11800,46,41,38938,1100
1016,1993-09-29,monthly,Teplice,1,1.0,False,,,,,,31846,9,129,119385,600
1017,1994-08-11,monthly,Ceske Budejovice,1,0.0,False,,,,,,31737,67,106,74560,800
1018,1993-06-03,monthly,Melnik,1,0.0,False,,,,,,10600,17,152,34048,600
1019,1993-01-21,monthly,Usti nad Orlici,1,1.0,False,,,,,,29619,33,148,71185,1100
1020,1996-04-09,monthly,Breclav,1,0.0,False,,,,,,7000,12,72,30473,1100
1021,1996-11-17,monthly,Havlickuv Brod,1,0.0,False,,,,,,3389,52,47,27435,1000
1023,1993-08-13,monthly,Tabor,1,1.0,False,,,,,,27417,58,130,67032,1100
1024,1997-05-02,monthly,Prachatice,1,0.0,False,,,,,,3112,10,41,21041,600
1026,1997-09-03,monthly,Strakonice,2,1.0,False,,,,,,25760,66,34,72773,1000
1027,1997-07-18,monthly,Frydek - Mistek,1,0.0,False,,,,,,9300,28,36,23873,800
1028,1996-03-19,monthly,Cheb,2,0.0,False,,,,,,12200,200,18,24200,400
1029,1996-06-25,monthly,Plzen - mesto,1,0.0,False,,,,,,49646,72,98,194119,600
1030,1995-11-12,monthly,Hodonin,1,0.0,False,,,,,,6364,68,72,50026,1100
1031,1995-06-20,monthly,Ostrava - mesto,1,0.0,False,,,,,,25808,36,90,72294,900
1032,1993-04-26,monthly,Praha - zapad,1,1.0,False,,,,,,74648,31,141,154149,400
1033,1997-08-05,monthly,Ceska Lipa,1,0.0,False,,,,,,17286,82,15,39468,1100
1034,1997-04-04,monthly,Opava,1,0.0,False,,,,,,10700,20,50,42989,1100
1035,1997-04-18,monthly,Opava,1,1.0,False,,,,,,28530,40,42,79727,700
1036,1996-01-18,monthly,Praha - zapad,1,1.0,False,,,,,,36248,44,71,88639,600
1037,1997-02-18,monthly,Hl.m. Praha,1,1.0,False,,,,,,27080,35,46,84214,500
1038,1995-04-20,monthly,Zlin,1,0.0,False,,,,,,3221,37,85,24500,400
1040,1996-05-18,monthly,Prachatice,1,0.0,False,,,,,,48210,75,74,127976,1000
1042,1994-04-03,monthly,Hradec Kralove,1,0.0,False,,,,,,18068,31,117,66650,900
1043,1997-08-13,monthly,Hl.m. Praha,2,1.0,False,,,,,,36273,71,34,84823,1000
1044,1995-11-09,monthly,Ceske Budejovice,1,1.0,False,,,,,,22886,70,76,63643,500
1045,1996-05-09,monthly,Beroun,1,0.0,False,,,,,,6333,17,65,29521,800
1046,1995-04-14,monthly,Hl.m. Praha,1,0.0,False,,,,,,16655,44,103,51107,700
1047,1994-06-13,monthly,Nachod,1,0.0,False,,,,,,9764,25,120,37589,800
1048,1993-05-05,monthly,Jablonec n. Nisou,2,0.0,False,,,,,,5993,23,137,32056,1100
1049,1997-12-04,monthly,Pisek,1,0.0,False,,,,,,8600,14,33,36081,500
1051,1993-10-21,monthly,Jablonec n. Nisou,2,0.0,False,,,,,,19332,33,127,61520,800
1052,1993-09-27,monthly,Trebic,1,0.0,False,,,,,,48867,9,149,77637,200
1053,1994-05-25,monthly,Hodonin,1,0.0,False,,,,,,14678,19,121,44893,700
1054,1993-02-19,monthly,Praha - vychod,1,0.0,False,,,,,,14475,26,150,46555,800
1055,1996-12-12,monthly,Rokycany,2,0.0,False,,,,,,3071,36,45,23416,600
1057,1993-08-23,monthly,Rakovnik,1,0.0,False,,,,,,4636,47,125,31485,1000
1058,1996-06-11,monthly,Pardubice,1,1.0,False,,,,,,36420,69,61,86188,1000
1059,1995-05-30,monthly,Mlada Boleslav,1,0.0,False,,,,,,3220,46,83,23118,1100
1060,1996-10-20,monthly,Kutna Hora,1,0.0,False,,,,,,43635,87,25,72611,800
1061,1997-10-17,monthly,Chrudim,1,0.0,False,,,,,,8528,31,31,32196,1000
1062,1993-07-11,monthly,Kutna Hora,1,0.0,False,,,,,,34764,67,131,87829,1000
1063,1996-09-19,monthly,Frydek - Mistek,1,0.0,False,,,,,,11895,25,60,89300,200
1064,1997-09-29,monthly,Karvina,1,0.0,False,,,,,,5948,16,28,31827,500
1065,1993-03-27,monthly,Olomouc,1,0.0,False,,,,,,38937,10,170,65741,400
1067,1996-09-10,monthly,Chomutov,2,1.0,False,,,,,,49618,72,83,146318,1000
1068,1997-02-15,monthly,Usti nad Orlici,1,0.0,True,253200.0,4220.0,60.0,C,False,46619,88,49,96491,1000
1069,1993-07-24,monthly,Karvina,2,0.0,False,,,,,,4621,38,127,26753,700
1070,1996-04-23,monthly,Uherske Hradiste,1,0.0,False,,,,,,24626,22,66,53992,200
1072,1997-12-09,monthly,Znojmo,1,0.0,False,,,,,,20348,54,28,57351,400
1073,1994-02-27,monthly,Opava,1,0.0,False,,,,,,23800,6,156,103225,1000
1074,1996-05-16,monthly,Kromeriz,1,1.0,False,,,,,,33016,65,63,105596,1000
1075,1995-07-13,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,11100,41,110,59107,800
1076,1994-10-30,monthly,Hl.m. Praha,1,0.0,False,,,,,,17966,6,115,85941,200
1077,1993-03-03,monthly,Ceske Budejovice,1,1.0,False,,,,,,45544,5,186,98011,1000
1078,1996-07-12,monthly,Hl.m. Praha,2,0.0,False,,,,,,6722,2,61,29352,800
1079,1993-09-14,monthly,Ostrava - mesto,1,0.0,False,,,,,,40524,63,137,103468,700
1080,1993-12-27,monthly,Brno - venkov,1,1.0,False,,,,,,36614,21,123,111580,700
1081,1996-12-21,monthly,Zlin,2,0.0,False,,,,,,4512,3,45,29617,800
1082,1996-06-08,monthly,Benesov,1,0.0,False,,,,,,5190,51,58,26598,300
1083,1996-12-06,monthly,Jicin,1,0.0,True,50976.0,1416.0,36.0,C,False,17388,50,59,48736,400
1085,1997-09-11,monthly,Havlickuv Brod,1,0.0,False,,,,,,20084,39,35,61356,13389
1086,1996-06-17,monthly,Litomerice,1,0.0,False,,,,,,2904,45,57,26273,700
1087,1996-06-26,monthly,Brno - venkov,1,0.0,False,,,,,,26812,19,61,77560,900
1088,1993-12-19,monthly,Ceska Lipa,1,0.0,False,,,,,,5600,52,117,33303,500
1089,1995-10-10,monthly,Ostrava - mesto,1,0.0,False,,,,,,19872,23,78,45743,500
1090,1996-10-19,monthly,Jesenik,1,0.0,False,,,,,,9477,29,63,59616,1000
1091,1993-09-09,monthly,Jindrichuv Hradec,1,0.0,False,,,,,,11500,3,87,91521,700
1092,1995-06-06,monthly,Usti nad Labem,1,1.0,False,,,,,,17980,67,87,48616,900
1093,1996-01-14,monthly,Brno - mesto,1,0.0,True,385104.0,8023.0,48.0,C,False,72206,88,71,121007,1000
1094,1996-07-10,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,6023,69,56,33222,1000
1095,1997-06-18,monthly,Brno - mesto,2,0.0,False,,,,,,31610,41,38,72304,400
1096,1997-03-03,monthly,Chomutov,1,0.0,False,,,,,,6435,17,45,29913,400
1097,1996-06-22,monthly,Bruntal,2,1.0,False,,,,,,28545,34,67,97800,1000
1098,1993-12-28,monthly,Pardubice,1,0.0,False,,,,,,5784,13,118,62585,600
1100,1996-09-23,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,3239,44,51,18190,700
1101,1997-09-22,monthly,Kladno,1,1.0,False,,,,,,32340,30,32,64523,400
1102,1996-02-19,monthly,Karvina,1,0.0,False,,,,,,10782,21,79,52604,700
1103,1995-07-09,monthly,Zdar nad Sazavou,1,0.0,False,,,,,,31444,67,86,76017,16416
1104,1995-12-07,monthly,Most,1,0.0,False,,,,,,24128,72,76,76519,800
1105,1994-09-01,monthly,Brno - venkov,1,0.0,False,,,,,,13173,31,108,52000,500
1107,1993-09-08,monthly,Havlickuv Brod,1,0.0,False,,,,,,6390,20,129,40091,800
1108,1995-03-09,monthly,Plzen - mesto,1,1.0,False,,,,,,4730,73,87,58224,1000
1109,1994-10-27,monthly,Zdar nad Sazavou,1,0.0,False,,,,,,26882,13,102,78151,600
1110,1997-07-10,monthly,Brno - mesto,1,0.0,False,,,,,,22269,50,39,72261,300
1111,1996-02-16,monthly,Kolin,1,0.0,False,,,,,,31050,41,69,72051,400
1112,1995-02-03,monthly,Rychnov nad Kneznou,1,1.0,False,,,,,,28228,68,97,113905,900
1113,1996-09-23,monthly,Mlada Boleslav,1,0.0,False,,,,,,12704,22,72,65921,1100
1115,1993-03-27,monthly,Chomutov,2,0.0,False,,,,,,3440,43,135,25710,300
1116,1993-07-20,monthly,Hl.m. Praha,1,1.0,False,,,,,,18194,31,147,62748,900
1117,1996-08-29,monthly,Frydek - Mistek,1,0.0,False,,,,,,5370,55,53,29039,400
1118,1993-07-04,monthly,Rychnov nad Kneznou,1,0.0,False,,,,,,11307,26,140,46241,200
1120,1993-10-05,monthly,Hl.m. Praha,2,0.0,False,,,,,,5428,56,121,33703,900
1121,1996-04-17,monthly,Ceska Lipa,1,1.0,False,,,,,,26817,41,66,85002,800
1122,1995-08-12,monthly,Rakovnik,1,0.0,False,,,,,,14376,50,82,50091,500
1123,1993-11-01,monthly,Rakovnik,2,0.0,False,,,,,,24345,44,127,58965,400
1124,1996-06-02,monthly,Plzen - mesto,1,0.0,False,,,,,,49480,73,96,136665,900
1126,1993-03-08,monthly,Breclav,1,0.0,False,,,,,,14000,43,177,61600,1100
1127,1993-01-27,monthly,Plzen - jih,1,1.0,False,,,,,,34995,12,144,119594,600
1128,1993-11-21,monthly,Ostrava - mesto,1,0.0,False,,,,,,6189,77,119,66388,400
1129,1995-03-03,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,36884,75,93,91649,600
1130,1997-05-11,monthly,Hl.m. Praha,1,0.0,False,,,,,,6588,83,35,42810,200
1133,1993-11-01,monthly,Hl.m. Praha,2,0.0,False,,,,,,4498,17,125,24429,900
1134,1993-02-09,monthly,Kutna Hora,1,0.0,False,,,,,,17955,58,150,51583,400
1135,1995-07-17,monthly,Hl.m. Praha,2,0.0,False,,,,,,5106,53,79,51501,500
1136,1993-08-07,monthly,Pribram,1,0.0,False,,,,,,46227,85,131,99018,900
1137,1995-12-19,monthly,Prostejov,2,0.0,False,,,,,,3182,33,69,21141,900
1138,1997-04-07,monthly,Usti nad Labem,1,0.0,False,,,,,,17430,85,22,32617,1000
1140,1997-11-07,monthly,Semily,1,0.0,False,,,,,,8000,12,37,46782,800
1141,1997-02-16,monthly,Plzen - sever,1,0.0,False,,,,,,9000,24,54,31266,600
1142,1995-10-19,monthly,Ostrava - mesto,1,0.0,False,,,,,,7800,21,93,30656,600
1144,1993-01-28,monthly,Kromeriz,1,0.0,False,,,,,,3375,29,139,28250,200
1145,1993-07-03,monthly,Tachov,2,0.0,False,,,,,,2921,10,133,27637,900
1146,1993-09-12,monthly,Bruntal,2,1.0,False,,,,,,32588,64,133,120704,1100
1147,1993-04-10,monthly,Chrudim,1,1.0,False,,,,,,34004,74,139,85935,400
1149,1995-09-07,monthly,Pisek,1,1.0,False,,,,,,34166,6,58,75460,200
1150,1997-10-08,monthly,Rokycany,1,0.0,False,,,,,,36759,7,40,67985,1100
1151,1995-06-23,monthly,Teplice,1,1.0,False,,,,,,36022,31,86,114558,300
1152,1993-04-15,monthly,Jicin,2,0.0,False,,,,,,3279,38,133,25659,800
1153,1993-12-29,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,18018,9,124,63950,200
1155,1996-10-04,monthly,Hradec Kralove,1,0.0,False,,,,,,5959,19,55,36553,1100
1156,1997-12-09,monthly,Kromeriz,1,1.0,False,,,,,,29774,89,27,88203,300
1157,1993-03-27,monthly,Melnik,1,0.0,False,,,,,,11200,12,145,48579,700
1158,1994-04-03,monthly,Svitavy,2,0.0,False,,,,,,6340,18,115,55819,200
1159,1994-02-09,monthly,Semily,2,0.0,False,,,,,,16311,49,130,56366,400
1161,1993-05-08,monthly,Zdar nad Sazavou,1,0.0,False,,,,,,5921,16,137,49283,600
1164,1994-01-14,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,43543,71,205,72225,300
1165,1997-03-23,monthly,Chrudim,2,0.0,False,,,,,,20138,20,44,44759,900
1166,1993-04-21,monthly,Praha - zapad,1,0.0,True,149040.0,3105.0,48.0,A,False,27946,31,141,64577,200
1168,1994-11-03,monthly,Rokycany,2,0.0,False,,,,,,14594,37,103,42586,400
1170,1996-03-26,monthly,Klatovy,1,0.0,False,,,,,,34190,22,80,84628,200
1171,1997-12-20,monthly,Pisek,2,0.0,False,,,,,,24756,37,27,62717,800
1172,1997-10-25,monthly,Kutna Hora,1,0.0,False,,,,,,49863,25,16,61304,300
1173,1996-09-22,monthly,Praha - zapad,1,0.0,False,,,,,,3453,43,51,20149,400
1174,1995-03-21,monthly,Karvina,1,0.0,False,,,,,,32856,35,92,102450,900
1176,1996-10-24,monthly,Prachatice,1,0.0,False,,,,,,4556,3,49,27718,1100
1177,1997-12-20,monthly,Plzen - jih,1,0.0,False,,,,,,30843,39,26,61347,1100
1178,1997-05-04,monthly,Usti nad Labem,1,1.0,False,,,,,,30816,55,42,71239,900
1179,1993-01-23,monthly,Ostrava - mesto,2,0.0,False,,,,,,4212,3,139,27872,700
1180,1993-05-19,monthly,Strakonice,1,0.0,False,,,,,,22809,45,138,103186,500
1181,1997-08-20,monthly,Jesenik,2,0.0,False,,,,,,12700,31,39,36785,200
1182,1997-02-11,monthly,Mlada Boleslav,1,1.0,False,,,,,,24940,55,48,71541,700
1183,1995-05-08,monthly,Pribram,2,0.0,False,,,,,,10900,61,105,39814,700
1184,1994-05-06,monthly,Ceske Budejovice,1,0.0,False,,,,,,56686,124,111,109566,700
1185,1997-06-07,monthly,Pribram,2,0.0,False,,,,,,4246,55,33,25266,700
1186,1997-12-17,monthly,Zlin,1,0.0,False,,,,,,30463,4,46,61465,600
1187,1996-07-28,monthly,Brno - venkov,1,0.0,False,,,,,,6220,78,55,45258,1000
1188,1996-07-22,monthly,Jindrichuv Hradec,1,0.0,False,,,,,,11200,21,71,43161,800
1189,1993-03-19,monthly,Kromeriz,2,0.0,False,,,,,,3433,2,135,33494,600
1190,1996-09-09,monthly,Usti nad Orlici,1,0.0,False,,,,,,18561,60,61,49499,500
1192,1996-05-02,monthly,Rokycany,1,1.0,False,,,,,,17416,33,66,65917,200
1193,1994-01-05,monthly,Rokycany,1,0.0,False,,,,,,21611,51,124,53669,200
1194,1994-04-15,monthly,Hl.m. Praha,1,1.0,False,,,,,,33198,55,115,80672,500
1195,1996-12-27,monthly,Havlickuv Brod,2,0.0,False,,,,,,6223,31,45,38424,800
1196,1996-01-16,monthly,Rokycany,2,0.0,False,,,,,,48483,3,88,152656,800
1197,1993-09-07,monthly,Frydek - Mistek,1,1.0,False,,,,,,10000,13,156,49539,1000
1198,1997-04-20,monthly,Karvina,2,0.0,False,,,,,,28240,37,47,68774,1100
1199,1997-03-18,monthly,Svitavy,1,0.0,False,,,,,,10400,30,56,57930,1000
1200,1993-05-07,monthly,Decin,1,0.0,False,,,,,,35072,65,137,76903,300
1201,1993-07-23,monthly,Trebic,1,0.0,False,,,,,,22620,30,137,79324,600
1203,1995-08-09,monthly,Olomouc,1,1.0,False,,,,,,30934,61,83,110912,1000
1204,1993-12-03,monthly,Rokycany,1,1.0,False,,,,,,35427,132,124,112206,800
1205,1994-10-08,monthly,Opava,2,0.0,False,,,,,,5239,16,103,34401,1100
1206,1995-10-21,monthly,Karvina,2,0.0,False,,,,,,5383,37,74,27067,900
1207,1993-06-08,monthly,Bruntal,1,0.0,False,,,,,,28635,90,135,78382,700
1208,1997-11-09,monthly,Kladno,1,1.0,False,,,,,,25260,45,30,66286,1000
1209,1997-10-23,monthly,Cheb,1,0.0,False,,,,,,5353,23,27,25263,900
1210,1996-05-21,monthly,Plzen - sever,1,1.0,False,,,,,,30388,40,63,78678,400
1211,1996-08-09,monthly,Semily,1,0.0,False,,,,,,11700,23,72,49677,1100
1212,1995-12-18,monthly,Karvina,1,0.0,False,,,,,,6896,49,69,36067,900
1213,1996-05-08,monthly,Liberec,2,0.0,False,,,,,,4909,12,65,27195,200
1214,1997-01-19,monthly,Most,1,0.0,False,,,,,,24782,31,48,71357,500
1215,1997-03-04,monthly,Znojmo,1,0.0,False,,,,,,5273,19,45,35286,900
1216,1996-03-01,monthly,Vsetin,1,0.0,False,,,,,,9600,16,85,28040,500
1217,1993-10-25,monthly,Jesenik,1,0.0,False,,,,,,3161,45,121,29203,200
1218,1996-12-12,monthly,Hl.m. Praha,2,0.0,False,,,,,,48201,119,52,102297,900
1219,1996-06-08,monthly,Hl.m. Praha,1,0.0,False,,,,,,8968,52,75,38466,1100
1220,1995-07-15,monthly,Hl.m. Praha,1,1.0,False,,,,,,5764,83,79,69477,900
1221,1997-01-02,monthly,Jicin,1,0.0,False,,,,,,49919,12,54,120834,-1153
1222,1993-01-20,monthly,Zdar nad Sazavou,1,0.0,False,,,,,,6310,49,139,47392,700
1223,1996-08-10,monthly,Karvina,1,0.0,False,,,,,,19260,32,60,63438,200
1225,1993-12-14,monthly,Kladno,1,1.0,False,,,,,,28228,51,123,86140,900
1226,1996-10-23,monthly,Hl.m. Praha,1,0.0,False,,,,,,8610,18,57,31064,400
1227,1996-01-13,monthly,Jesenik,1,1.0,False,,,,,,20108,54,80,63712,900
1228,1995-04-09,monthly,Uherske Hradiste,1,0.0,False,,,,,,5096,14,91,48339,400
1229,1997-12-10,monthly,Nachod,1,0.0,False,,,,,,23186,61,27,61435,500
1230,1997-05-03,monthly,Hl.m. Praha,2,1.0,False,,,,,,48929,141,49,143853,700
1231,1994-01-18,monthly,Melnik,2,0.0,False,,,,,,26198,34,120,69084,1000
1232,1996-07-06,monthly,Rychnov nad Kneznou,1,0.0,False,,,,,,45039,7,44,78495,900
1233,1996-02-08,monthly,Tachov,1,0.0,False,,,,,,3390,12,71,21063,3390
1234,1993-09-13,monthly,Kutna Hora,1,0.0,False,,,,,,6390,19,129,35032,6390
1235,1993-11-23,monthly,Sumperk,1,0.0,False,,,,,,4339,56,119,29723,500
1236,1993-05-05,monthly,Prachatice,1,0.0,False,,,,,,37062,6,162,80518,1000
1237,1994-03-13,monthly,Nymburk,1,1.0,False,,,,,,49968,28,153,148694,1100
1238,1995-10-29,monthly,Hl.m. Praha,2,0.0,False,,,,,,6126,17,73,42756,600
1239,1993-04-10,monthly,Hl.m. Praha,1,0.0,False,,,,,,6668,57,135,34267,900
1240,1997-09-11,monthly,Hl.m. Praha,1,0.0,False,,,,,,16353,49,32,44667,800
1241,1996-07-02,monthly,Blansko,2,0.0,False,,,,,,8541,21,70,32554,200
1243,1996-01-07,monthly,Hl.m. Praha,1,1.0,False,,,,,,46024,100,49,110553,200
1244,1996-05-08,monthly,Frydek - Mistek,1,0.0,True,35904.0,748.0,48.0,C,False,7842,48,74,34279,900
1245,1997-11-12,monthly,Frydek - Mistek,1,0.0,False,,,,,,16455,61,28,55121,1100
1246,1994-08-18,monthly,Jihlava,2,0.0,False,,,,,,6148,39,102,42116,1100
1247,1993-06-08,monthly,Klatovy,1,0.0,True,99696.0,2077.0,48.0,D,False,49683,10,167,146738,-975
1248,1995-04-29,monthly,Domazlice,2,0.0,False,,,,,,6372,40,85,33971,600
1249,1995-03-30,monthly,Bruntal,1,0.0,False,,,,,,10200,4,114,59170,400
1250,1996-03-28,monthly,Uherske Hradiste,1,0.0,True,182640.0,3805.0,48.0,C,False,34246,12,68,64412,600
1253,1997-04-13,monthly,Kolin,1,1.0,False,,,,,,26492,58,46,80043,700
1254,1995-03-28,monthly,Ostrava - mesto,1,0.0,False,,,,,,48969,106,116,152484,800
1255,1997-07-02,monthly,Frydek - Mistek,1,0.0,False,,,,,,52401,78,37,104284,-2745
1256,1994-04-21,monthly,Louny,1,0.0,True,71064.0,1974.0,36.0,A,False,22908,32,117,55373,700
1257,1995-10-11,monthly,Zdar nad Sazavou,1,1.0,False,,,,,,27958,57,78,67376,500
1258,1996-09-01,monthly,Beroun,2,0.0,False,,,,,,2900,9,57,21153,700
1259,1997-04-12,monthly,Olomouc,1,0.0,False,,,,,,22008,36,44,48740,500
1260,1996-11-17,monthly,Kolin,1,0.0,False,,,,,,20858,50,55,54472,200
1261,1995-03-18,monthly,Usti nad Orlici,1,1.0,False,,,,,,34359,48,93,103222,1000
1262,1997-01-19,monthly,Rokycany,1,0.0,False,,,,,,6747,42,43,36952,400
1264,1997-02-16,monthly,Hl.m. Praha,2,1.0,False,,,,,,25229,45,46,80128,900
1265,1996-02-25,monthly,Semily,1,0.0,False,,,,,,6797,23,66,45137,300
1266,1996-07-01,monthly,Hodonin,1,0.0,False,,,,,,31006,62,64,70874,1100
1267,1996-08-05,monthly,Hradec Kralove,1,1.0,False,,,,,,28733,61,60,73525,400
1268,1993-07-25,monthly,Ostrava - mesto,1,0.0,False,,,,,,9000,14,163,55301,800
1269,1994-03-28,monthly,Usti nad Orlici,2,0.0,False,,,,,,18194,11,127,58412,400
1271,1996-06-18,monthly,Pelhrimov,1,0.0,False,,,,,,9288,26,76,34546,1000
1273,1994-03-25,monthly,Litomerice,1,1.0,False,,,,,,30728,22,116,93513,500
1275,1996-06-26,monthly,Ceska Lipa,1,0.0,False,,,,,,5447,23,58,36774,300
1276,1993-01-07,monthly,Liberec,2,0.0,False,,,,,,10600,23,176,47374,400
1277,1993-06-20,monthly,Tachov,2,0.0,False,,,,,,6248,36,131,31462,1000
1279,1997-10-13,monthly,Plzen - sever,2,0.0,False,,,,,,5381,46,27,29049,1000
1280,1995-05-03,monthly,Karvina,2,0.0,False,,,,,,5122,19,89,55668,600
1281,1997-04-14,monthly,Mlada Boleslav,1,0.0,False,,,,,,21086,54,43,103556,1100
1284,1997-07-02,monthly,Brno - venkov,1,0.0,True,52512.0,4376.0,12.0,C,False,49972,11,39,120420,1000
1285,1993-06-04,monthly,Znojmo,1,0.0,False,,,,,,28558,80,135,67301,300
1287,1995-03-04,monthly,Jablonec n. Nisou,1,0.0,False,,,,,,31569,73,107,101835,600
1288,1993-11-27,monthly,Praha - zapad,1,0.0,False,,,,,,6059,16,120,33701,600
1289,1996-07-07,monthly,Olomouc,1,0.0,False,,,,,,35012,58,62,93436,500
1291,1994-07-04,monthly,Hl.m. Praha,2,0.0,False,,,,,,4821,18,109,33091,600
1292,1994-09-03,monthly,Beroun,1,0.0,False,,,,,,17829,31,112,78251,1100
1293,1996-09-03,monthly,Teplice,1,0.0,False,,,,,,34482,56,58,76987,800
1294,1994-11-27,monthly,Novy Jicin,1,0.0,False,,,,,,21654,16,100,63568,300
1295,1994-10-28,monthly,Cesky Krumlov,1,0.0,False,,,,,,10600,9,110,33509,600
1296,1996-12-02,monthly,Svitavy,2,0.0,False,,,,,,5020,14,51,35638,800
1297,1993-07-27,monthly,Karvina,2,0.0,False,,,,,,30767,19,133,111189,400
1298,1996-01-20,monthly,Melnik,1,0.0,False,,,,,,18669,33,74,55965,400
1299,1993-06-21,monthly,Hl.m. Praha,1,0.0,False,,,,,,8400,19,142,31368,200
1301,1994-09-15,monthly,Pisek,1,0.0,False,,,,,,46251,5,65,68620,600
1302,1993-11-21,monthly,Brno - venkov,2,0.0,False,,,,,,6090,44,119,36916,800
1303,1997-09-08,monthly,Cheb,1,0.0,False,,,,,,8103,21,36,46502,1100
1304,1996-04-27,monthly,Teplice,1,1.0,False,,,,,,47207,13,73,131152,400
1305,1993-08-25,monthly,Hodonin,1,1.0,False,,,,,,15358,18,135,124052,400
1306,1995-03-22,monthly,Hl.m. Praha,1,0.0,False,,,,,,25574,31,94,56898,600
1307,1994-12-05,monthly,Breclav,1,0.0,False,,,,,,10200,19,122,36036,500
1308,1996-09-25,monthly,Brno - mesto,1,0.0,False,,,,,,5119,4,51,35251,400
1309,1995-04-15,monthly,Hl.m. Praha,1,1.0,False,,,,,,59296,78,89,114386,1000
1310,1996-02-22,monthly,Hl.m. Praha,1,0.0,False,,,,,,11500,23,71,36978,1100
1311,1996-01-03,monthly,Prostejov,2,0.0,False,,,,,,21510,29,77,46922,500
1312,1994-10-15,monthly,Cheb,1,0.0,False,,,,,,5735,64,97,38562,400
1313,1997-10-01,monthly,Jicin,1,0.0,False,,,,,,47546,2,51,165716,200
1314,1993-12-03,monthly,Rychnov nad Kneznou,1,1.0,False,,,,,,24996,93,123,83815,600
1315,1995-04-17,monthly,Rakovnik,1,0.0,False,,,,,,14112,36,100,53474,900
1316,1996-12-13,monthly,Havlickuv Brod,1,0.0,False,,,,,,2973,41,45,20754,300
1317,1994-02-18,monthly,Breclav,2,0.0,False,,,,,,6732,50,114,38887,1100
1318,1997-12-22,monthly,Breclav,1,0.0,True,185544.0,5154.0,36.0,C,False,29159,36,26,70888,200
1320,1996-11-18,monthly,Jihlava,1,0.0,False,,,,,,20235,50,52,58757,1000
1321,1997-03-27,monthly,Prostejov,1,0.0,False,,,,,,9600,10,53,34262,200
1322,1993-07-05,monthly,Pelhrimov,1,0.0,False,,,,,,4435,16,133,31305,200
1323,1996-05-20,monthly,Hradec Kralove,2,0.0,False,,,,,,31538,47,64,85936,600
1324,1996-11-05,monthly,Havlickuv Brod,2,0.0,False,,,,,,27380,62,54,75712,300
1325,1996-08-08,monthly,Plzen - mesto,2,0.0,False,,,,,,3193,10,59,24549,300
1326,1996-11-11,monthly,Usti nad Orlici,1,0.0,False,,,,,,10400,51,60,33782,800
1327,1994-08-24,monthly,Znojmo,1,0.0,False,,,,,,49845,14,129,91930,400
1328,1996-05-04,monthly,Mlada Boleslav,1,1.0,False,,,,,,48747,108,67,112300,1100
1329,1996-09-16,monthly,Blansko,2,0.0,True,23520.0,1960.0,12.0,A,False,17642,37,59,44667,500
1330,1996-10-22,monthly,Frydek - Mistek,1,1.0,False,,,,,,49868,30,66,133568,-9373
1331,1995-01-03,monthly,Kromeriz,2,0.0,False,,,,,,16185,34,98,60793,600
1332,1993-03-25,monthly,Kromeriz,1,0.0,False,,,,,,33503,21,140,116646,300
1333,1994-09-29,monthly,Tabor,1,0.0,False,,,,,,14644,6,112,43098,300
1334,1993-05-14,monthly,Ostrava - mesto,1,0.0,False,,,,,,8440,37,147,42323,300
1335,1995-09-21,monthly,Brno - mesto,1,1.0,False,,,,,,22313,27,83,60946,200
1336,1997-02-26,monthly,Kolin,1,0.0,False,,,,,,25656,11,47,57296,300
1337,1993-09-01,monthly,Cheb,1,0.0,False,,,,,,12300,19,176,71903,500
1338,1993-01-11,monthly,Ostrava - mesto,2,0.0,False,,,,,,49419,16,182,157455,400
1339,1997-07-06,monthly,Sumperk,1,0.0,False,,,,,,43645,99,34,103302,900
1340,1997-10-28,monthly,Usti nad Orlici,1,0.0,False,,,,,,10500,9,33,30557,1000
1341,1995-11-21,monthly,Liberec,1,0.0,False,,,,,,3147,11,71,21610,1100
1342,1997-10-09,monthly,Nymburk,2,0.0,False,,,,,,47762,27,34,87446,700
1345,1993-10-19,monthly,Plzen - sever,2,1.0,False,,,,,,34236,43,126,87095,200
1346,1997-07-01,monthly,Ostrava - mesto,1,0.0,False,,,,,,13500,13,41,29869,400
